peak	gene	distance	peak_type
chr3_15384327_15385031	SH3BP5	-1453	distal
chr3_15386829_15387675	SH3BP5	-3955	distal
chr3_15388637_15389276	SH3BP5	-5763	distal
chr3_15398114_15398621	SH3BP5	-15240	distal
chr3_15402362_15404419	SH3BP5	-19488	distal
chr3_15419368_15420357	SH3BP5	-36494	distal
chr3_15426346_15426681	EAF1;METTL6	-42181;0	distal;distal
chr3_15440343_15440733	EAF1;METTL6	-28129;0	distal;distal
chr3_15441476_15441833	EAF1;METTL6	-27029;0	distal;distal
chr3_15446447_15447363	EAF1;METTL6	-21499;0	distal;distal
chr3_15450611_15451309	EAF1;METTL6	-17553;0	distal;distal
chr3_15468443_15470607	EAF1;METTL6	0;0	promoter;promoter
chr3_15480427_15480923	EAF1;METTL6	0;-11381	distal;distal
chr3_15482381_15482894	EAF1;METTL6	0;-13335	distal;distal
chr3_15502730_15503097	COLQ;METTL6	0;-33684	distal;distal
chr3_15508726_15509707	COLQ	30672	distal
chr3_15541594_15542030	COLQ	-1216	distal
chr3_15558718_15559027	COLQ	4216	distal
chr3_15561666_15561977	COLQ	1266	distal
chr3_15562755_15563186	COLQ	57	promoter
chr3_15577494_15577635	COLQ	-14237	distal
chr3_15597498_15599620	COLQ	-34241	distal
chr3_15642346_15644146	BTD;HACL1	0;0	promoter;promoter
chr3_15665261_15666008	BTD	-5501	distal
chr3_15671552_15672330	BTD	44	promoter
chr3_15677506_15678292	BTD	5998	distal
chr3_15688983_15689643	BTD	17475	distal
chr3_15708970_15709432	ANKRD28;BTD	0;37462	distal;distal
chr3_15723197_15723546	ANKRD28;BTD	0;51689	distal;distal
chr3_15810454_15810754	ANKRD28	28937	distal
chr3_15835680_15836189	ANKRD28	3502	distal
chr3_15837336_15837868	ANKRD28	1823	distal
chr3_15838573_15839884	ANKRD28	0	promoter
chr3_15847030_15847838	ANKRD28	-7340	distal
chr3_15853700_15854060	ANKRD28	-14010	distal
chr3_15858459_15858504	ANKRD28	-18769	distal
chr3_15900263_15902499	ANKRD28	0	promoter
chr3_16090151_16090591	GALNT15	-125565	distal
chr3_16219800_16220257	GALNT15	3585	distal
chr3_16222788_16223410	GALNT15	6573	distal
chr3_16288679_16289438	DPH3	17038	distal
chr3_16295001_16295621	DPH3	10855	distal
chr3_16303724_16303969	DPH3	2507	distal
chr3_16305594_16307285	DPH3;OXNAD1	0;0	promoter;promoter
chr3_16309562_16310074	OXNAD1	2590	distal
chr3_16327367_16328984	OXNAD1	20395	distal
chr3_16330249_16330682	OXNAD1	23277	distal
chr3_16331582_16333284	OXNAD1	24610	distal
chr3_16341729_16343430	OXNAD1	34757	distal
chr3_16346430_16347073	OXNAD1	39458	distal
chr3_16350959_16351757	OXNAD1	43987	distal
chr3_16353123_16354252	OXNAD1	46151	distal
chr3_16359763_16359793	OXNAD1;RFTN1	52791;0	distal;distal
chr3_16360659_16361271	OXNAD1;RFTN1	53687;0	distal;distal
chr3_16379306_16381088	OXNAD1;RFTN1	72334;0	distal;distal
chr3_16400853_16401202	OXNAD1;RFTN1	93881;0	distal;distal
chr3_16413165_16413167	OXNAD1;RFTN1	106193;0	distal;distal
chr3_16413834_16414947	OXNAD1;RFTN1	106862;0	distal;distal
chr3_16416030_16416622	RFTN1	107750	distal
chr3_16418538_16419430	RFTN1	104942	distal
chr3_16472842_16472909	RFTN1	51463	distal
chr3_16475098_16475532	RFTN1	48840	distal
chr3_16504213_16504622	RFTN1	19750	distal
chr3_16508852_16510316	RFTN1	14056	distal
chr3_16518120_16518454	RFTN1	5918	distal
chr3_16522715_16523286	RFTN1	1086	distal
chr3_16523863_16525005	RFTN1	0	promoter
chr3_16539905_16540294	RFTN1	14919	distal
chr3_16545619_16546322	RFTN1	8891	distal
chr3_16551439_16551568	RFTN1	3645	distal
chr3_16553005_16556591	RFTN1	0	promoter
chr3_16557265_16558665	RFTN1	-2053	distal
chr3_16562654_16562888	RFTN1	-7442	distal
chr3_16570846_16571083	RFTN1	-15634	distal
chr3_16587814_16587893	RFTN1	-32602	distal
chr3_16592049_16592891	RFTN1	-36837	distal
chr3_16642721_16643156	DAZL	3141	distal
chr3_16739165_16739716	DAZL	-92160	distal
chr3_16746422_16746801	DAZL	-99417	distal
chr3_16830120_16831355	PLCL2	-95097	distal
chr3_16837151_16837438	PLCL2	-89014	distal
chr3_16842630_16843390	PLCL2	-83062	distal
chr3_16843938_16844382	PLCL2	-82070	distal
chr3_16865547_16866022	PLCL2	-60430	distal
chr3_16870234_16870713	PLCL2	-55739	distal
chr3_16882814_16884810	PLCL2	-41642	distal
chr3_16888166_16888602	PLCL2	-37850	distal
chr3_16890636_16891699	PLCL2	-34753	distal
chr3_16908163_16908580	PLCL2	-17872	distal
chr3_16917509_16918133	PLCL2	-8319	distal
chr3_16925255_16928315	PLCL2	0	promoter
chr3_16929491_16931180	PLCL2	3040	distal
chr3_16938952_16939400	PLCL2	12501	distal
chr3_16942243_16942899	PLCL2	15792	distal
chr3_16946136_16946868	PLCL2	19685	distal
chr3_16953966_16954221	PLCL2	-20361	distal
chr3_17033927_17033971	PLCL2	59346	distal
chr3_17064324_17064993	PLCL2	89743	distal
chr3_17075256_17075359	PLCL2	100675	distal
chr3_17093898_17094238	PLCL2	119317	distal
chr3_17129049_17129163	PLCL2	154468	distal
chr3_17130332_17130887	PLCL2	155751	distal
chr3_17192764_17194032			intergenic
chr3_17221263_17221744	TBC1D5	0	distal
chr3_17232215_17232451	TBC1D5	0	distal
chr3_17236780_17236985	TBC1D5	0	distal
chr3_17237667_17238147	TBC1D5	0	distal
chr3_17274781_17275282	TBC1D5	172930	distal
chr3_17426645_17426686	TBC1D5	21526	distal
chr3_17440677_17441073	TBC1D5	7139	distal
chr3_17454437_17454809	TBC1D5	-6226	distal
chr3_17668094_17668259	TBC1D5	73253	distal
chr3_17686714_17686907	TBC1D5	54605	distal
chr3_17774705_17774902	TBC1D5	7497	distal
chr3_17780900_17781288	TBC1D5	1111	distal
chr3_17782285_17782432	TBC1D5	0	promoter
chr3_17783167_17785000	TBC1D5	0	promoter
chr3_17789052_17789479	TBC1D5	-5063	distal
chr3_17790940_17791596	TBC1D5	-6951	distal
chr3_17815883_17816565	TBC1D5	-31894	distal
chr3_17820908_17821600	TBC1D5	-36919	distal
chr3_17882678_17883118	TBC1D5	-98689	distal
chr3_17892105_17892115	TBC1D5	-108116	distal
chr3_18168905_18169618			intergenic
chr3_18250307_18250806			intergenic
chr3_18265006_18265693	SATB1	193192	distal
chr3_18414510_18414926	SATB1	43959	distal
chr3_18430530_18431009	SATB1	27876	distal
chr3_18443894_18444448	SATB1	14437	distal
chr3_18453230_18453357	SATB1	5528	distal
chr3_18464435_18467989	SATB1	0	promoter
chr3_18470847_18470951	SATB1	-4019	distal
chr3_18471818_18472400	SATB1	-4990	distal
chr3_18479830_18480856	SATB1	0	promoter
chr3_18481859_18482285	SATB1	-1595	distal
chr3_18484532_18488153	SATB1	0	promoter
chr3_18540762_18541221	SATB1	-54398	distal
chr3_18597959_18598449	SATB1	-111595	distal
chr3_18600840_18601308	SATB1	-114476	distal
chr3_18720644_18721271			intergenic
chr3_18729013_18729124			intergenic
chr3_18754391_18755000			intergenic
chr3_18764801_18765385			intergenic
chr3_18766077_18767758			intergenic
chr3_18780262_18780976			intergenic
chr3_18781670_18783401			intergenic
chr3_18785306_18785635			intergenic
chr3_18786592_18787480			intergenic
chr3_18788797_18789362			intergenic
chr3_18799488_18800055			intergenic
chr3_18828388_18828545			intergenic
chr3_18831183_18831955			intergenic
chr3_18933128_18933571			intergenic
chr3_19188016_19190202	KCNH8	0	promoter
chr3_19271406_19271724	KCNH8	81461	distal
chr3_19908261_19908586	EFHB	67086	distal
chr3_19926886_19927274	EFHB	48398	distal
chr3_19943393_19943755	EFHB	31917	distal
chr3_19972441_19973770	EFHB	1902	distal
chr3_19987736_19990043	EFHB;RAB5A	0;0	promoter;promoter
chr3_19991293_19991592	RAB5A	2397	distal
chr3_20080321_20083603	KAT2B	0	promoter
chr3_20084578_20085814	KAT2B	3064	distal
chr3_20089673_20089777	KAT2B	8159	distal
chr3_20090762_20091070	KAT2B	9248	distal
chr3_20095935_20097111	KAT2B	14421	distal
chr3_20102318_20103245	KAT2B	20804	distal
chr3_20122631_20123050	KAT2B	41117	distal
chr3_20145453_20146255	KAT2B	63939	distal
chr3_20167169_20167937	KAT2B;SGO1	0;59682	distal;distal
chr3_20201780_20202044	SGO1	25575	distal
chr3_20226702_20228628	SGO1	0	promoter
chr3_20311201_20311247	SGO1	-83418	distal
chr3_20381843_20382146	SGO1	-154060	distal
chr3_21526003_21526695	ZNF385D	0	distal
chr3_21549765_21550179	ZNF385D	0	distal
chr3_21551230_21551675	ZNF385D	0	distal
chr3_22605632_22605929			intergenic
chr3_22755342_22755853			intergenic
chr3_23113037_23113776	UBE2E2	-130735	distal
chr3_23153942_23154343	UBE2E2	-90168	distal
chr3_23155276_23155748	UBE2E2	-88763	distal
chr3_23217264_23217468	UBE2E2	-27043	distal
chr3_23243803_23245777	UBE2E2	0	promoter
chr3_23251638_23251867	UBE2E2	1448	distal
chr3_23262496_23263207	UBE2E2	12306	distal
chr3_23280835_23280981	UBE2E2	30645	distal
chr3_23296298_23296756	UBE2E2	46108	distal
chr3_23366297_23366578	UBE2E2	116107	distal
chr3_23382947_23383242	UBE2E2	132757	distal
chr3_23444547_23445031	UBE2E2	-96066	distal
chr3_23484067_23484518	UBE2E2	-56579	distal
chr3_23691932_23692122	UBE2E2	150836	distal
chr3_23700767_23701075	UBE2E1	-146319	distal
chr3_23765412_23765894	UBE2E1	-81500	distal
chr3_23768824_23768935	UBE2E1	-78459	distal
chr3_23781007_23781422	UBE2E1	-65972	distal
chr3_23782058_23782283	UBE2E1	-65111	distal
chr3_23788014_23788268	UBE2E1	-59126	distal
chr3_23789868_23790774	UBE2E1	-56620	distal
chr3_23792277_23792695	UBE2E1	-54699	distal
chr3_23799979_23800256	UBE2E1	-47138	distal
chr3_23802919_23803266	UBE2E1	-44128	distal
chr3_23846809_23849200	UBE2E1	0	promoter
chr3_23850099_23853023	UBE2E1	0	promoter
chr3_23861508_23861775	UBE2E1	9575	distal
chr3_23867921_23867938	UBE2E1	15988	distal
chr3_23871043_23871359	UBE2E1	19110	distal
chr3_23877891_23878383	UBE2E1	25958	distal
chr3_23898591_23899501	UBE2E1	46658	distal
chr3_23930082_23931140	NKIRAS1;UBE2E1	21276;0	distal;distal
chr3_23957157_23960185	NKIRAS1;RPL15	0;0	promoter;promoter
chr3_23961828_23961901	NKIRAS1;RPL15	0;2633	distal;distal
chr3_23970212_23970310	NKIRAS1;RPL15	0;11017	distal;distal
chr3_23985391_23988350	NKIRAS1;NR1D2	0;0	promoter;promoter
chr3_23991340_23992198	NKIRAS1;NR1D2	-3259;0	distal;distal
chr3_23994107_23994540	NKIRAS1;NR1D2	-6026;0	distal;distal
chr3_24028889_24029308	NKIRAS1	-40808	distal
chr3_24040685_24040691	NKIRAS1	-52604	distal
chr3_24279516_24279913	THRB	-72431	distal
chr3_24525281_24525702	THRB	2384	distal
chr3_24535561_24537353	THRB	0	promoter
chr3_24544995_24545439	THRB	-7749	distal
chr3_24549199_24549275	THRB	-11953	distal
chr3_24562794_24563572	THRB	-25548	distal
chr3_24719892_24719986	THRB	-182646	distal
chr3_24722016_24722364	THRB	-184770	distal
chr3_24728290_24728558	THRB	-191044	distal
chr3_25502238_25502646	RARB	2438	distal
chr3_25635492_25635951	RARB;TOP2B	0;69912	distal;distal
chr3_25645164_25646130	TOP2B	59733	distal
chr3_25689306_25690167	TOP2B	15696	distal
chr3_25697142_25697553	TOP2B	8310	distal
chr3_25704314_25707618	TOP2B	0	promoter
chr3_25737209_25737870	TOP2B	-31220	distal
chr3_25810310_25810694	NGLY1	14235	distal
chr3_25822966_25826000	NGLY1	0	promoter
chr3_25831055_25832318	NGLY1;OXSM	0;0	promoter;promoter
chr3_25898389_25898825	OXSM	65878	distal
chr3_25953009_25953687	OXSM	120498	distal
chr3_27175671_27176072	NEK10	67975	distal
chr3_27212583_27213087	NEK10	30960	distal
chr3_27353558_27353959	NEK10	56924	distal
chr3_27387168_27387195	NEK10	23688	distal
chr3_27399100_27399599	NEK10	11284	distal
chr3_27400700_27401059	NEK10	9824	distal
chr3_27410164_27411444	NEK10	0	promoter
chr3_27496408_27496774	SLC4A7	1471	distal
chr3_27508981_27509466	SLC4A7	-10737	distal
chr3_27521177_27522071	SLC4A7	3767	distal
chr3_27524476_27526767	SLC4A7	0	promoter
chr3_27550836_27551328	SLC4A7	-24926	distal
chr3_27562844_27563554	SLC4A7	-36934	distal
chr3_27574699_27576241	SLC4A7	-48789	distal
chr3_27585931_27586324	SLC4A7	-60021	distal
chr3_27595459_27596605	SLC4A7	-69549	distal
chr3_27602154_27602619	SLC4A7	-76244	distal
chr3_27606996_27607211	SLC4A7	-81086	distal
chr3_27631809_27632784	SLC4A7	-105899	distal
chr3_27673909_27675095	EOMES	88708	distal
chr3_27680757_27681302	EOMES	82501	distal
chr3_27700657_27701109	EOMES	62694	distal
chr3_27703390_27703593	EOMES	60210	distal
chr3_27708107_27708712	EOMES	55091	distal
chr3_27722379_27723363	EOMES	40440	distal
chr3_27753317_27757288	EOMES	6515	distal
chr3_27760850_27765903	EOMES	0	promoter
chr3_27769814_27770468	EOMES	-5613	distal
chr3_27771532_27772084	EOMES	-7331	distal
chr3_27902530_27903149	EOMES	-138329	distal
chr3_27919243_27919606	EOMES	-155042	distal
chr3_27922637_27923590	EOMES	-158436	distal
chr3_27941733_27942258	EOMES	-177532	distal
chr3_27947133_27947550	EOMES	-182932	distal
chr3_28018294_28018869			intergenic
chr3_28193395_28193501	CMC1	-89585	distal
chr3_28213463_28213849	CMC1	-69237	distal
chr3_28252605_28252724	CMC1	-30362	distal
chr3_28282359_28283790	CMC1	0	promoter
chr3_28284894_28286217	CMC1	1786	distal
chr3_28292489_28294375	CMC1	9381	distal
chr3_28296511_28296894	CMC1	13403	distal
chr3_28328040_28328555	CMC1	44932	distal
chr3_28337425_28337731	AZI2;CMC1	52389;0	distal;distal
chr3_28358927_28359356	AZI2;CMC1	30764;0	distal;distal
chr3_28367751_28368575	AZI2	21545	distal
chr3_28369813_28370443	AZI2	19677	distal
chr3_28383821_28384365	AZI2	5755	distal
chr3_28388681_28391388	AZI2;RP11-9J18.1;ZCWPW2	0;0;0	promoter;promoter;promoter
chr3_28417852_28418373	RP11-9J18.1;ZCWPW2	27184;0	distal;distal
chr3_28958287_28958560	RP11-9J18.1	0	distal
chr3_29031158_29031472	RP11-9J18.1	0	distal
chr3_29322190_29322670	RBMS3;RP11-9J18.1	0;0	promoter;distal
chr3_29365621_29366141	RBMS3;RP11-9J18.1	42515;0	distal;distal
chr3_29691397_29691704	RBMS3;RP11-9J18.1	0;0	distal;distal
chr3_29813288_29813391	RBMS3	0	distal
chr3_30054498_30054795			intergenic
chr3_30083769_30084114			intergenic
chr3_30154679_30154708			intergenic
chr3_30221697_30222236			intergenic
chr3_30263050_30263508			intergenic
chr3_30268122_30268445			intergenic
chr3_30269362_30269921			intergenic
chr3_30311213_30311909			intergenic
chr3_30330810_30331222			intergenic
chr3_30361184_30361642			intergenic
chr3_30395478_30396298			intergenic
chr3_30397160_30397445			intergenic
chr3_30462690_30463160	TGFBR2	-184834	distal
chr3_30514792_30515255	TGFBR2	-132739	distal
chr3_30544179_30544523	TGFBR2	-103471	distal
chr3_30553108_30553358	TGFBR2	-94636	distal
chr3_30619917_30620574	TGFBR2	-27420	distal
chr3_30644411_30644773	TGFBR2	-3221	distal
chr3_30645487_30650137	TGFBR2	0	promoter
chr3_30651741_30655248	TGFBR2	3649	distal
chr3_30656669_30656714	TGFBR2	8577	distal
chr3_30660095_30660222	TGFBR2	12003	distal
chr3_30661758_30662266	TGFBR2	13666	distal
chr3_30667962_30668181	TGFBR2	19870	distal
chr3_30669871_30673711	TGFBR2	21779	distal
chr3_30677197_30677763	TGFBR2	29105	distal
chr3_30681373_30681936	TGFBR2	33281	distal
chr3_30683011_30683725	TGFBR2	34919	distal
chr3_30684264_30686733	TGFBR2	36172	distal
chr3_30687744_30688719	TGFBR2	39652	distal
chr3_30690800_30691522	TGFBR2	42708	distal
chr3_30694585_30694754	TGFBR2	46493	distal
chr3_30696348_30697612	TGFBR2	48256	distal
chr3_30699253_30700822	TGFBR2	51161	distal
chr3_30702642_30703034	TGFBR2	54550	distal
chr3_30705941_30707113	TGFBR2	57849	distal
chr3_30708216_30709123	TGFBR2	60124	distal
chr3_30723228_30724399	TGFBR2	75136	distal
chr3_30730619_30731053	TGFBR2	82527	distal
chr3_30734587_30735451	TGFBR2	86495	distal
chr3_30793141_30793373	GADL1	142780	distal
chr3_30794460_30794875	GADL1	141278	distal
chr3_30806429_30806757	GADL1	129396	distal
chr3_30810207_30810582	GADL1	125571	distal
chr3_30820550_30820808	GADL1	115345	distal
chr3_30989954_30990298	GADL1	-53698	distal
chr3_31198747_31199119			intergenic
chr3_31254063_31255954			intergenic
chr3_31267782_31269251			intergenic
chr3_31271890_31272374			intergenic
chr3_31273529_31274754			intergenic
chr3_31275449_31276222			intergenic
chr3_31295330_31295695			intergenic
chr3_31307188_31307978			intergenic
chr3_31490042_31490059	STT3B	-84223	distal
chr3_31497966_31497993	STT3B	-76289	distal
chr3_31503353_31504574	STT3B	-69708	distal
chr3_31544383_31544784	STT3B	-29498	distal
chr3_31563464_31564134	STT3B	-10148	distal
chr3_31572857_31576163	STT3B	0	promoter
chr3_31577841_31578152	STT3B	3560	distal
chr3_31582636_31582982	STT3B	8355	distal
chr3_31586070_31586616	STT3B	11789	distal
chr3_31588815_31589333	STT3B	14534	distal
chr3_31592080_31592614	STT3B	17799	distal
chr3_31603944_31604325	STT3B	29663	distal
chr3_31606799_31607072	STT3B	32518	distal
chr3_31608499_31608871	STT3B	34218	distal
chr3_31614407_31615086	STT3B	40126	distal
chr3_31623284_31623457	STT3B	49003	distal
chr3_31678496_31678948	STT3B	104215	distal
chr3_31711612_31712167	OSBPL10;STT3B	0;137331	distal;distal
chr3_31713605_31713859	OSBPL10;STT3B	0;139324	distal;distal
chr3_31755385_31755656	OSBPL10;STT3B	0;181104	distal;distal
chr3_31810293_31810585	OSBPL10	0	distal
chr3_31844711_31844823	OSBPL10	177969	distal
chr3_31959604_31960054	OSBPL10	62738	distal
chr3_31993653_31994149	OSBPL10	28643	distal
chr3_32021987_32023443	OSBPL10;ZNF860	0;0	promoter;promoter
chr3_32060558_32060957	ZNF860	37293	distal
chr3_32147469_32149080	GPD1L	0	promoter
chr3_32155294_32157058	GPD1L	7292	distal
chr3_32162022_32162388	GPD1L	14020	distal
chr3_32185582_32186022	GPD1L	37580	distal
chr3_32186929_32187564	GPD1L	38927	distal
chr3_32188187_32188603	GPD1L	40185	distal
chr3_32217099_32217498	CMTM8	-62673	distal
chr3_32218642_32219790	CMTM8	-60381	distal
chr3_32279348_32281976	CMTM8	0	promoter
chr3_32290896_32291265	CMTM8	10726	distal
chr3_32330281_32330647	CMTM8	50111	distal
chr3_32337968_32339313	CMTM8	57798	distal
chr3_32344782_32345203	CMTM8	64612	distal
chr3_32376162_32376598	CMTM7;CMTM8	-56565;0	distal;distal
chr3_32381571_32381972	CMTM7;CMTM8	-51191;0	distal;distal
chr3_32412909_32413485	CMTM7	-19678	distal
chr3_32416462_32417179	CMTM7	-15984	distal
chr3_32426368_32427107	CMTM7	-6056	distal
chr3_32432631_32435740	CMTM7	0	promoter
chr3_32437051_32437284	CMTM7	3862	distal
chr3_32439624_32441138	CMTM7	6435	distal
chr3_32442612_32443906	CMTM7	9423	distal
chr3_32444440_32444639	CMTM7	11251	distal
chr3_32447899_32448702	CMTM7	14710	distal
chr3_32450307_32450637	CMTM7	17118	distal
chr3_32455838_32456678	CMTM7	22649	distal
chr3_32461270_32462483	CMTM7	28081	distal
chr3_32463355_32464081	CMTM7	30166	distal
chr3_32465067_32466202	CMTM7	31878	distal
chr3_32469376_32470640	CMTM7	36187	distal
chr3_32472362_32472993	CMTM7	39173	distal
chr3_32473787_32475230	CMTM7	40598	distal
chr3_32477895_32477947	CMTM7	44706	distal
chr3_32480382_32480990	CMTM7	47193	distal
chr3_32485104_32485200	CMTM7	51915	distal
chr3_32499181_32500153	CMTM6	44747	distal
chr3_32501049_32502437	CMTM6	42463	distal
chr3_32503620_32504134	CMTM6	40766	distal
chr3_32509022_32509907	CMTM6	34993	distal
chr3_32512360_32513090	CMTM6	31810	distal
chr3_32519062_32519607	CMTM6	25293	distal
chr3_32525879_32526587	CMTM6	18313	distal
chr3_32535482_32535999	CMTM6	8901	distal
chr3_32539614_32540375	CMTM6	4525	distal
chr3_32542453_32544877	CMTM6	23	promoter
chr3_32551542_32552062	CMTM6	-6643	distal
chr3_32557687_32558669	CMTM6	-12788	distal
chr3_32611126_32613080	DYNC1LI1	0	promoter
chr3_32614573_32614741	DYNC1LI1	-2208	distal
chr3_32616861_32617337	DYNC1LI1	-4496	distal
chr3_32618971_32619808	DYNC1LI1	-6606	distal
chr3_32706304_32706658	CNOT10	-19979	distal
chr3_32725688_32727552	CNOT10	0	promoter
chr3_32728291_32728610	CNOT10	1655	distal
chr3_32743007_32743250	CNOT10	5975	distal
chr3_32799803_32799816	CNOT10;TRIM71	0;-59694	distal;distal
chr3_32822357_32823421	TRIM71	-36089	distal
chr3_32855878_32856242	TRIM71	-3268	distal
chr3_32858403_32858920	TRIM71	-590	promoter
chr3_32944720_32944729	CCR4	-48337	distal
chr3_32988944_32989800	CCR4	-3266	distal
chr3_32992925_32993291	CCR4	0	promoter
chr3_33005366_33005767	CCR4	12301	distal
chr3_33015529_33015609	CCR4	22464	distal
chr3_33049789_33050160	CCR4;GLB1	56724;0	distal;distal
chr3_33072299_33072656	GLB1;TMPPE	0;65637	distal;distal
chr3_33086180_33086577	GLB1;TMPPE	0;51716	distal;distal
chr3_33089190_33090339	GLB1;TMPPE	0;47954	distal;distal
chr3_33096115_33097898	GLB1;TMPPE	0;40395	distal;distal
chr3_33103308_33103634	GLB1;TMPPE	0;34659	distal;distal
chr3_33104400_33105562	GLB1;TMPPE	0;32731	distal;distal
chr3_33106455_33106834	GLB1;TMPPE	0;31459	distal;distal
chr3_33108973_33109362	GLB1;TMPPE	0;28931	distal;distal
chr3_33115905_33116390	GLB1;TMPPE	0;21903	distal;distal
chr3_33130917_33131478	GLB1;TMPPE	0;6815	distal;distal
chr3_33137385_33139304	GLB1;TMPPE	0;0	promoter;promoter
chr3_33152765_33153032	CRTAP	-2439	distal
chr3_33155061_33157245	CRTAP	0	promoter
chr3_33173044_33173549	CRTAP	17499	distal
chr3_33190631_33191299	CRTAP	35086	distal
chr3_33414107_33414733	FBXL2;UBP1	0;66769	distal;distal
chr3_33458747_33458895	UBP1	22607	distal
chr3_33461705_33461786	UBP1	19716	distal
chr3_33470153_33470475	UBP1	11027	distal
chr3_33474390_33474611	UBP1	6891	distal
chr3_33479642_33483212	UBP1	0	promoter
chr3_33487810_33488256	UBP1	-5809	distal
chr3_33616907_33617080	CLASP2	69686	distal
chr3_33677567_33677888	CLASP2	8878	distal
chr3_33686781_33687170	CLASP2	0	promoter
chr3_33700384_33701400	CLASP2	0	promoter
chr3_33705657_33706117	CLASP2	-4725	distal
chr3_33757772_33760535	CLASP2	0	promoter
chr3_33787919_33788579	CLASP2	-28072	distal
chr3_33791175_33791349	CLASP2	-31328	distal
chr3_33828693_33829324	PDCD6IP	-10520	distal
chr3_33833006_33833802	PDCD6IP	-6042	distal
chr3_33839423_33841072	PDCD6IP	0	promoter
chr3_33848624_33848920	PDCD6IP	8562	distal
chr3_33890661_33890699	PDCD6IP	50599	distal
chr3_33924959_33925316	PDCD6IP	84897	distal
chr3_34058690_34058963			intergenic
chr3_34242197_34242408			intergenic
chr3_34306443_34306444			intergenic
chr3_34403291_34403933			intergenic
chr3_34405806_34406273			intergenic
chr3_35974658_35974683			intergenic
chr3_36421666_36422125	STAC	0	promoter
chr3_36494944_36495040	STAC	72950	distal
chr3_36536146_36536646	STAC	114152	distal
