STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG
snRNA-seq_for_human_retina	specimen_from_organism	organ_parts	fovea centralis	http://purl.obolibrary.org/obo/UBERON_0001786
snRNA-seq_for_human_retina	specimen_from_organism	organ_parts	retina	http://purl.obolibrary.org/obo/UBERON_0000966
snRNA-seq_for_human_retina	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
snRNA-seq_for_human_retina	cell_suspension	selected_cell_types	NeuN-positive-nuclei in peripheral retina	http://purl.obolibrary.org/obo/CL_0000540
TissueStability	donor_organism	development_stage	adult	http://purl.obolibrary.org/obo/HsapDv_0000087
TissueStability	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
TissueStability	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
TissueStability	donor_organism	height_unit	meter	http://purl.obolibrary.org/obo/UO_0000008
TissueStability	library_preparation_protocol	input_nucleic_acid_molecule	genomic DNA	http://www.ebi.ac.uk/efo/EFO_0008479
TissueStability	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
TissueStability	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 4000	http://www.ebi.ac.uk/efo/EFO_0008563
TissueStability	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeqX	http://www.ebi.ac.uk/efo/EFO_0008567
TissueStability	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
TissueStability	library_preparation_protocol	library_construction_method	Bulk RNA	http://www.ebi.ac.uk/efo/EFO_0004187
TissueStability	library_preparation_protocol	library_construction_method	WGS	http://www.ebi.ac.uk/efo/EFO_0010172
TissueStability	library_preparation_protocol	method	Bulk RNA	http://www.ebi.ac.uk/efo/EFO_0009653
TissueStability	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
TissueStability	dissociation_protocol	method	enzymatic	http://www.ebi.ac.uk/efo/EFO_0009128
TissueStability	enrichment_protocol	method	magnetic affinity cell sorting	http://www.ebi.ac.uk/efo/EFO_0009109
TissueStability	dissociation_protocol	method	mechanical	http://www.ebi.ac.uk/efo/EFO_0009129
TissueStability	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
TissueStability	library_preparation_protocol	method	Whole genome sequencing	http://www.ebi.ac.uk/efo/EFO_0003744
TissueStability	specimen_from_organism	organ	lung	http://purl.obolibrary.org/obo/UBERON_0002048
TissueStability	specimen_from_organism	organ	oesophagus	http://purl.obolibrary.org/obo/UBERON_0001043
TissueStability	specimen_from_organism	organ	spleen	http://purl.obolibrary.org/obo/UBERON_0002106
TissueStability	specimen_from_organism	organ_parts	lower left lobe	http://purl.obolibrary.org/obo/UBERON_0008953
TissueStability	specimen_from_organism	organ_parts	lower right lobe	http://purl.obolibrary.org/obo/UBERON_0002171
TissueStability	specimen_from_organism	organ_parts	mucosa including epithelium	http://purl.obolibrary.org/obo/UBERON_0002469
TissueStability	specimen_from_organism	organ_parts	mucosa including epithelium; end of oesophagus closest to stomach	http://purl.obolibrary.org/obo/UBERON_0002469
TissueStability	specimen_from_organism	organ_parts	parenchyma	http://purl.obolibrary.org/obo/UBERON_0008946
TissueStability	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
TissueStability	cell_suspension	selected_cell_types	epithelial cell of esophagus	http://purl.obolibrary.org/obo/CL_0002252
TissueStability	cell_suspension	selected_cell_types	spleen immune cells	http://purl.obolibrary.org/obo/CL_2000074
TissueStability	donor_organism	weight_unit	kilogram	http://purl.obolibrary.org/obo/UO_0000009
WongAdultRetina	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
WongAdultRetina	donor_organism	development_stage	Adult	http://purl.obolibrary.org/obo/HsapDv_0000087
WongAdultRetina	donor_organism	diseases	"Cataract on left eye, right eye has normal ocular history"	http://purl.obolibrary.org/obo/MONDO_0005129
WongAdultRetina	donor_organism	diseases	Normal	http://purl.obolibrary.org/obo/PATO_0000461
WongAdultRetina	donor_organism	diseases	normal ocular history	http://purl.obolibrary.org/obo/PATO_0000461
WongAdultRetina	donor_organism	genus_species	Homo Sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
WongAdultRetina	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
WongAdultRetina	sequencing_protocol	instrument_manufacturer_model	Illumina HiSeq 2500	http://www.ebi.ac.uk/efo/EFO_0008565
WongAdultRetina	library_preparation_protocol	library_construction_method	10X v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009310
WongAdultRetina	sequencing_protocol	method	3' single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
WongAdultRetina	enrichment_protocol	method	cell size selection	http://www.ebi.ac.uk/efo/EFO_0009337
WongAdultRetina	collection_protocol	method	collecting specimen from organ postmortem	http://www.ebi.ac.uk/efo/EFO_0009627
WongAdultRetina	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
WongAdultRetina	specimen_from_organism	organ	left eye	http://purl.obolibrary.org/obo/UBERON_0000970
WongAdultRetina	specimen_from_organism	organ	right eye	http://purl.obolibrary.org/obo/UBERON_0000970
WongAdultRetina	specimen_from_organism	organ_parts	Neural retina	http://purl.obolibrary.org/obo/UBERON_0003902
WongAdultRetina	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HnsccImmuneLandscape	project	project_role	Human Cell Atlas Data Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HnsccImmuneLandscape	donor_organism	ethnicity	European	http://purl.obolibrary.org/obo/HANCESTRO_0005
HnsccImmuneLandscape	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HnsccImmuneLandscape	donor_organism	organism_age_unit	year	http://purl.obolibrary.org/obo/UO_0000036
HnsccImmuneLandscape	donor_organism	development_stage	human adult stage	http://purl.obolibrary.org/obo/HsapDv_0000087
HnsccImmuneLandscape	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HnsccImmuneLandscape	donor_organism	diseases	sleep apnea syndrome	http://purl.obolibrary.org/obo/MONDO_0005296
HnsccImmuneLandscape	donor_organism	diseases	oral cavity carcinoma	http://purl.obolibrary.org/obo/MONDO_0044925
HnsccImmuneLandscape	donor_organism	diseases	carcinoma of floor of mouth	http://purl.obolibrary.org/obo/MONDO_0021343
HnsccImmuneLandscape	donor_organism	diseases	squamous cell carcinoma of buccal mucosa	http://purl.obolibrary.org/obo/MONDO_0021431
HnsccImmuneLandscape	donor_organism	diseases	tongue cancer	http://purl.obolibrary.org/obo/MONDO_0004631
HnsccImmuneLandscape	donor_organism	diseases	laryngeal carcinoma	http://purl.obolibrary.org/obo/MONDO_0002358
HnsccImmuneLandscape	donor_organism	diseases	lower gum cancer	http://purl.obolibrary.org/obo/MONDO_0004713
HnsccImmuneLandscape	donor_organism	diseases	carcinoma of supraglottis	http://purl.obolibrary.org/obo/MONDO_0004357
HnsccImmuneLandscape	donor_organism	diseases	mandibular cancer	http://purl.obolibrary.org/obo/MONDO_0005837
HnsccImmuneLandscape	donor_organism	diseases	human papilloma virus infection	http://purl.obolibrary.org/obo/MONDO_0005161
HnsccImmuneLandscape	donor_organism	diseases	tonsil carcinoma	http://purl.obolibrary.org/obo/MONDO_0021337
HnsccImmuneLandscape	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HnsccImmuneLandscape	specimen_from_organism	organ	blood	http://purl.obolibrary.org/obo/UBERON_0000178
HnsccImmuneLandscape	specimen_from_organism	organ_parts	blood	http://purl.obolibrary.org/obo/UBERON_0000178
HnsccImmuneLandscape	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HnsccImmuneLandscape	specimen_from_organism	organ	mouth	http://purl.obolibrary.org/obo/UBERON_0000165
HnsccImmuneLandscape	specimen_from_organism	organ_parts	oral cavity	http://purl.obolibrary.org/obo/UBERON_0000167
HnsccImmuneLandscape	specimen_from_organism	diseases	oral cavity carcinoma	http://purl.obolibrary.org/obo/MONDO_0044925
HnsccImmuneLandscape	specimen_from_organism	organ_parts	mouth floor	http://purl.obolibrary.org/obo/UBERON_0003679
HnsccImmuneLandscape	specimen_from_organism	diseases	carcinoma of floor of mouth	http://purl.obolibrary.org/obo/MONDO_0021343
HnsccImmuneLandscape	specimen_from_organism	organ_parts	buccal mucosa	http://purl.obolibrary.org/obo/UBERON_0006956
HnsccImmuneLandscape	specimen_from_organism	diseases	squamous cell carcinoma of buccal mucosa	http://purl.obolibrary.org/obo/MONDO_0021431
HnsccImmuneLandscape	specimen_from_organism	organ_parts	tongue	http://purl.obolibrary.org/obo/UBERON_0001723
HnsccImmuneLandscape	specimen_from_organism	diseases	tongue cancer	http://purl.obolibrary.org/obo/MONDO_0004631
HnsccImmuneLandscape	specimen_from_organism	organ_parts	larynx	http://purl.obolibrary.org/obo/UBERON_0001737
HnsccImmuneLandscape	specimen_from_organism	diseases	laryngeal carcinoma	http://purl.obolibrary.org/obo/MONDO_0002358
HnsccImmuneLandscape	specimen_from_organism	organ_parts	gingiva of lower jaw	http://purl.obolibrary.org/obo/UBERON_0011602
HnsccImmuneLandscape	specimen_from_organism	diseases	lower gum cancer	http://purl.obolibrary.org/obo/MONDO_0004713
HnsccImmuneLandscape	specimen_from_organism	organ_parts	supraglottic part of larynx	http://purl.obolibrary.org/obo/UBERON_0036263
HnsccImmuneLandscape	specimen_from_organism	diseases	carcinoma of supraglottis	http://purl.obolibrary.org/obo/MONDO_0004357
HnsccImmuneLandscape	specimen_from_organism	organ_parts	mandible	http://purl.obolibrary.org/obo/UBERON_0001684
HnsccImmuneLandscape	specimen_from_organism	diseases	mandibular cancer	http://purl.obolibrary.org/obo/MONDO_0005837
HnsccImmuneLandscape	specimen_from_organism	organ_parts	posterior part of tongue	http://purl.obolibrary.org/obo/UBERON_0010033
HnsccImmuneLandscape	specimen_from_organism	diseases	human papilloma virus infection	http://purl.obolibrary.org/obo/MONDO_0005161
HnsccImmuneLandscape	specimen_from_organism	organ_parts	tonsil	http://purl.obolibrary.org/obo/UBERON_0002372
HnsccImmuneLandscape	specimen_from_organism	diseases	tonsil carcinoma	http://purl.obolibrary.org/obo/MONDO_0021337
HnsccImmuneLandscape	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HnsccImmuneLandscape	cell_suspension	selected_cell_types	leukocyte	http://purl.obolibrary.org/obo/CL_0000738
HnsccImmuneLandscape	collection_protocol	method	surgical resection	http://www.ebi.ac.uk/efo/EFO_0009744
HnsccImmuneLandscape	collection_protocol	method	blood draw	http://www.ebi.ac.uk/efo/EFO_0009121
HnsccImmuneLandscape	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
HnsccImmuneLandscape	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
HnsccImmuneLandscape	enrichment_protocol	method	cell size selection	http://www.ebi.ac.uk/efo/EFO_0009337
HnsccImmuneLandscape	enrichment_protocol	method	fluorescence-activated cell sorting	http://www.ebi.ac.uk/efo/EFO_0009108
HnsccImmuneLandscape	enrichment_protocol	method	Ficoll-Hypaque method	http://www.ebi.ac.uk/efo/EFO_0009110
HnsccImmuneLandscape	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
HnsccImmuneLandscape	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HnsccImmuneLandscape	library_preparation_protocol	cdna_library_amplification_method	PCR	http://purl.obolibrary.org/obo/OBI_0000415
HnsccImmuneLandscape	sequencing_protocol	instrument_manufacturer_model	NextSeq 500	http://www.ebi.ac.uk/efo/EFO_0009173
HnsccImmuneLandscape	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HnsccImmuneLandscape	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
HumanFirstTrimesterPlacentaDecidua	project	project_role	Human Cell Atlas wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanFirstTrimesterPlacentaDecidua	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanFirstTrimesterPlacentaDecidua	sequence_file	content_description	DNA sequence (raw)	http://edamontology.org/data_3494
HumanBrainSubstantiaNigra	project	project_role	Human Cell Atlas Data Wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
HumanBrainSubstantiaNigra	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
HumanBrainSubstantiaNigra	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
HumanBrainSubstantiaNigra	library_preparation_protocol	library_construction_method	10X 3' v2 sequencing	http://www.ebi.ac.uk/efo/EFO_0009899
HumanBrainSubstantiaNigra	sequencing_protocol	method	tag based single cell RNA sequencing	http://www.ebi.ac.uk/efo/EFO_0008440
HumanBrainSubstantiaNigra	sequence_file	content_description	DNA sequence	http://edamontology.org/data_3494
hippocampus_development	project	project_role	HCA data wrangler	http://www.ebi.ac.uk/efo/EFO_0009737
hippocampus_development	donor_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	donor_organism	development_stage	16th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000053
hippocampus_development	donor_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
hippocampus_development	donor_organism	gestational_age_unit	week	http://purl.obolibrary.org/obo/UO_0000034
hippocampus_development	donor_organism	development_stage	18th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000055
hippocampus_development	donor_organism	development_stage	20th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000057
hippocampus_development	donor_organism	development_stage	22nd week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000059
hippocampus_development	donor_organism	development_stage	25th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000062
hippocampus_development	donor_organism	development_stage	27th week post-fertilization human stage	http://purl.obolibrary.org/obo/HsapDv_0000064
hippocampus_development	specimen_from_organism	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	specimen_from_organism	organ	brain	http://purl.obolibrary.org/obo/UBERON_0000955
hippocampus_development	specimen_from_organism	organ_parts	hippocampus	http://purl.obolibrary.org/obo/UBERON_0002421
hippocampus_development	specimen_from_organism	diseases	normal	http://purl.obolibrary.org/obo/PATO_0000461
hippocampus_development	cell_suspension	genus_species	Homo sapiens	http://purl.obolibrary.org/obo/NCBITaxon_9606
hippocampus_development	collection_protocol	method	dissection	http://www.ebi.ac.uk/efo/EFO_0003856
hippocampus_development	dissociation_protocol	method	enzymatic dissociation	http://www.ebi.ac.uk/efo/EFO_0009128
hippocampus_development	dissociation_protocol	method	mechanical dissociation	http://www.ebi.ac.uk/efo/EFO_0009129
hippocampus_development	library_preparation_protocol	input_nucleic_acid_molecule	polyA RNA	http://purl.obolibrary.org/obo/OBI_0000869
hippocampus_development	library_preparation_protocol	library_construction_method	10x 3' v2	http://www.ebi.ac.uk/efo/EFO_0009899
